what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui",1715250030084
started,bundle,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console",1715250030084
started,bundle,org.eclipse.ui.editors,3.7.0.v20110928-1504,"org.eclipse.ui.editors",1715250030084
started,bundle,org.eclipse.ui.forms,3.5.101.v20111011-1919,"org.eclipse.ui.forms",1715250030084
started,bundle,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.ide",1715250030085
started,bundle,org.eclipse.ui.navigator,3.5.101.v20120106-1355,"org.eclipse.ui.navigator",1715250030085
started,bundle,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.resources",1715250030085
started,bundle,org.eclipse.ui.net,1.2.100.v20111208-1155,"org.eclipse.ui.net",1715250030086
started,bundle,org.eclipse.ui.views,3.6.0.v20110928-1505,"org.eclipse.ui.views",1715250030086
started,bundle,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"org.eclipse.ui.workbench",1715250030086
started,bundle,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.workbench.texteditor",1715250030088
started,bundle,org.eclipse.update.configurator,3.3.100.v20100512,"org.eclipse.update.configurator",1715250030088
started,bundle,org.eclipse.update.core,3.2.500.v20110330,"org.eclipse.update.core",1715250030089
started,bundle,org.eclipse.update.scheduler,3.2.300.v20100512,"org.eclipse.update.scheduler",1715250030089
started,bundle,com.altera.sbtgui.core,13.1.0.162,"com.altera.sbtgui.core",1715250030089
started,bundle,com.altera.sbtgui.integration,13.1.0.162,"com.altera.sbtgui.integration",1715250030089
started,bundle,com.altera.sbtgui.launch,13.1.0.162,"com.altera.sbtgui.launch",1715250030090
started,bundle,com.altera.sbtgui.project,13.1.0.162,"com.altera.sbtgui.project",1715250030090
started,bundle,com.altera.systemconsole,13.1.0.162,"com.altera.systemconsole",1715250030090
started,bundle,com.altera.systemconsole.designs.plugin,13.1.0.162,"com.altera.systemconsole.designs.plugin",1715250030090
started,bundle,com.altera.utilities,13.1.0.162,"com.altera.utilities",1715250030091
os,sysinfo,,,"win32",1715250030099
arch,sysinfo,,,"x86",1715250030099
ws,sysinfo,,,"win32",1715250030099
locale,sysinfo,,,"en_US",1715250030099
processors,sysinfo,,,"8",1715250030099
java.runtime.name,sysinfo,,,"Java(TM) SE Runtime Environment",1715250030099
java.runtime.version,sysinfo,,,"1.6.0_23-b05",1715250030099
java.specification.name,sysinfo,,,"Java Platform API Specification",1715250030099
java.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1715250030099
java.specification.version,sysinfo,,,"1.6",1715250030099
java.vendor,sysinfo,,,"Sun Microsystems Inc.",1715250030099
java.version,sysinfo,,,"1.6.0_23",1715250030099
java.vm.info,sysinfo,,,"mixed mode",1715250030099
java.vm.name,sysinfo,,,"Java HotSpot(TM) Client VM",1715250030099
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1715250030099
java.vm.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1715250030099
java.vm.specification.version,sysinfo,,,"1.0",1715250030099
java.vm.vendor,sysinfo,,,"Sun Microsystems Inc.",1715250030099
java.vm.version,sysinfo,,,"19.0-b09",1715250030099
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1715250037768
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1715250057736
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1715250057773
opened,editor,org.eclipse.cdt.make.ui,7.1.2.201202111925,"org.eclipse.cdt.make.editor",1715250061896
activated,editor,org.eclipse.cdt.make.ui,7.1.2.201202111925,"org.eclipse.cdt.make.editor",1715250061943
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1715250068327
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1715250165085
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1715250165112
opened,editor,org.eclipse.ui.editors,3.7.0.v20110928-1504,"org.eclipse.ui.DefaultTextEditor",1715250168012
activated,editor,org.eclipse.ui.editors,3.7.0.v20110928-1504,"org.eclipse.ui.DefaultTextEditor",1715250168105
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.refresh",1715250172452
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1715250223034
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1715250231746
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1715250252698
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1715250269045
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1715250273584
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1715250285301
started,bundle,org.eclipse.compare,3.5.202.R37x_v20111109-0800,"org.eclipse.compare",1715250286965
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1715250289265
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1715250305697
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1715250316199
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1715250334082
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1715250346641
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1715250348487
started,bundle,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui",1715250352002
started,bundle,org.eclipse.cdt.dsf,2.2.0.201202111925,"org.eclipse.cdt.dsf",1715250352013
started,bundle,org.eclipse.cdt.dsf.gdb,4.0.2.201202111925,"org.eclipse.cdt.dsf.gdb",1715250352013
started,bundle,org.eclipse.cdt.dsf.gdb.ui,2.2.1.201202111925,"org.eclipse.cdt.dsf.gdb.ui",1715250352015
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1715250352050
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1715250354471
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1715250354836
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1715250356239
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1715250360415
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1715250363046
activated,editor,org.eclipse.cdt.make.ui,7.1.2.201202111925,"org.eclipse.cdt.make.editor",1715250371456
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1715250371613
activated,view,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.views.ProblemView",1715250374961
started,bundle,org.eclipse.cdt.codan.checkers.ui,1.0.0.201202111925,"org.eclipse.cdt.codan.checkers.ui",1715250376481
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1715250386885
activated,editor,org.eclipse.ui.editors,3.7.0.v20110928-1504,"org.eclipse.ui.DefaultTextEditor",1715250387109
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1715250418254
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1715250421039
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1715250423112
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1715250429982
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1715250434521
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1715250439610
error,log,,,"Error executing 'nios2-bsp-generate-files --bsp-dir . --settings settings.bsp', unexpected return code 1.\n\nError message:\n\nSEVERE: The filename, directory name, or volume label syntax is incorrect\r\nSEVERE: nios2-bsp-generate-files failed.\r\n",1715250440118
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1715250474703
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1715250505463
activated,editor,org.eclipse.ui.editors,3.7.0.v20110928-1504,"org.eclipse.ui.DefaultTextEditor",1715250517061
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1715250550297
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.redo",1715250553240
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1715250573390
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1715250580542
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1715250582928
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1715250586160
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1715250586974
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1715250589901
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1715250593476
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1715250595380
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1715250606077
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1715250607532
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1715250612727
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1715250627725
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1715250628108
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1715250631411
started,bundle,org.eclipse.cdt.debug.core,7.1.0.201202111925,"org.eclipse.cdt.debug.core",1715250634312
started,bundle,org.eclipse.cdt.debug.ui,7.1.2.201202111925,"org.eclipse.cdt.debug.ui",1715250634314
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1715250638565
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1715250638839
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1715250644360
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1715250966062
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1715250971371
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1715250973476
executed,command,,,"com.altera.sbtgui.launch.hardware.Nios2HardwareLaunchShortcut.run",1715250974164
started,bundle,org.eclipse.cdt.launch,7.0.0.201202111925,"org.eclipse.cdt.launch",1715250974170
opened,view,com.altera.sbtgui.launch,13.1.0.162,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1715250977181
started,bundle,org.eclipse.cdt.debug.mi.ui,6.1.1.201202111925,"org.eclipse.cdt.debug.mi.ui",1715250977608
started,bundle,org.eclipse.cdt.debug.mi.core,7.1.1.201202111925,"org.eclipse.cdt.debug.mi.core",1715250977616
error,log,,,"ELF file not specified for download for consumer Nios II Hardware configuration",1715250979477
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1715250979571
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1715250990859
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1715250999476
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1715251067180
